schemeCode,schemeName,isinGrowth,isinDivReinvestment
128303,aditya birla sun life fixed term plan - series ko (1498 days) - direct plan-growth,,
128313,sbi debt fund series a - 8 direct - growth,,
128318,reliance fixed horizon fund - xxv - series 35- direct plan - growth option,,
128321,sbi debt fund series a - 9 direct - growth,,
128325,sbi debt fund series a - 10 direct - growth,,
128388,sbi debt fund series a - 11 direct plan - growth,,
128412,sundaram fixed term plan fi direct plan growth,,
128418,sundaram fixed term plan fj direct plan growth,,
128424,sundaram hybrid fund series f direct plan growth,,
128450,reliance fixed horizon fund - xxvi - series 3-direct plan - growth option,,
128454,aditya birla sun life fixed term plan - series kq (1119 days) - direct plan-growth,,
128460,reliance fixed horizon fund - xxvi - series 4-direct plan - growth option,,
128474,idfc ftp s-88(1175 days)_direct plan_growth,,
128486,aditya birla sun life fixed term plan - series kr (1124 days) - direct plan-growth,,
128506,aditya birla sun life fixed term plan - series ks (1100 days) - direct plan-growth,,
128549,idfc ftp-s 89(742 days)_direct plan_growth,,
128558,uti ftif series xviii -i (400 days)-growth option - direct,,
128567,uti ftif series xviii -ii (1825 days) - growth option - direct,,
128592,reliance fixed horizon fund - xxvi- series 5- direct plan - growth option,,
128629,hdfc banking and psu debt fund - growth option - direct plan,INF179KA1IZ7,
128637,reliance fixed horizon fund- xxvi- series 6- direct plan - growth option,,
128642,aditya birla sun life fixed term plan - series kt (1119 days) - direct plan-growth,,
128662,uti ftif series xviii -iii (367 days) - growth option - direct,,
128674,sbi debt fund series a - 13 direct plan - growth,,
128688,reliance fixed horizon fund- xxvi- series 7- direct plan - growth option,,
128690,reliance dual advantage fixed tenure fund v - plan f- direct plan - growth option,,
128693,sbi debt fund series a - 14 direct plan - growth,,
128702,sbi debt fund series a - 15 direct plan - growth,,
128727,axis fixed term plan - series 62 (383 days) - direct plan - growth,,
128746,axis fixed term plan - series 63 (91 days) - direct plan - growth,,
128760,birla sun life fixed term plan - series ku (378 days) - direct plan-growth,,
128774,birla sun life fixed term plan - series kv (367 days) - direct plan-growth,,
128826,aditya birla sun life fixed term plan - series kw (1477 days) - direct plan-growth,,
128838,reliance fixed horizon fund- xxvi- series 8- direct plan - growth option,,
128841,reliance fixed horizon fund- xxvi- series 9- direct plan - growth option,,
128851,reliance fixed horizon fund- xxvi- series 11- direct plan - growth option,,
128854,hsbc fixed term series 109 - direct plan growth option,,
128876,uti ftif series xviii -iv (366 days) - growth option - direct,,
128892,aditya birla sun life fixed term plan - series kx (1475 days) - direct plan-growth,,
128901,birla sun life fixed term plan - series ky (369 days) - direct plan-growth,,
128931,sbi debt fund series a - 16 direct plan - growth,,
128934,idfc ftp s -90(728 days)_direct plan_growth,,
128966,reliance fixed horizon fund- xxvi- series 12- direct plan - growth option,,
128969,aditya birla sun life fixed term plan - series kz (1103 days)  - direct plan-growth,,
128986,reliance dual advantage fixed tenure fund v- plan g- direct plan - growth option,,
129008,franklin india banking & psu debt fund - direct - growth,INF090I01KR8,
129011,idfc ftp s -91(1158 days)_direct plan_ growth,,
129020,reliance fixed horizon fund- xxvi- series 13- direct plan - growth option,,
129046,motilal oswal flexi cap fund direct plan-growth option,INF247L01502,
129052,hdfc arbitrage fund - wholesale growth option - direct plan,INF179KA1KT6,
129059,aditya birla sun life fixed term plan - series la (1099 days)  - direct plan-growth,,
129080,birla sun life fixed term plan - series lb (368 days) - direct plan-growth,,
129102,sundaram fixed term plan fl direct plan growth,,
129114,reliance fixed horizon fund - xxvi - series 14- direct plan - growth option,,
129117,sbi debt fund series a - 17 direct plan - growth,,
129121,aditya birla sun life fixed term plan - series lc (1099 days) - direct plan-growth,,
129128,aditya birla sun life fixed term plan - series ld (1106 days) - direct plan-growth,,
129149,reliance fixed horizon fund xxvi- series 15- direct plan - growth option,,
129154,dws hybrid fixed term fund - series 21  - direct plan -growth,,
129186,reliance fixed horizon fund- xxvi- series 16- direct plan - growth option,,
129212,sundaram infrastructure advantage fund direct plan - growth,INF903J01F92,
129215,aditya birla sun life capital protection oriented fund - series 20 - direct plan-growth,,
129220,l&t emerging businesses fund - direct plan - growth,,
129257,uti ftif series xviii -v (370 days) - growth option - direct,,
129266,uti ftif series xviii -vi (367 days) - growth option - direct,,
129276,uti ftif series xviii -vii (368 days) - growth option - direct,,
129291,reliance fixed horizon fund - xxvi - series 17- direct plan - growth option,,
129296,reliance fixed horizon fund - xxvi - series 18- direct plan - growth option,,
129299,sbi debt fund series a - 18 direct plan - growth,,
129314,lic mf capital protection oriented fund series 3(37 months) - direct plan - growth,,
129317,sundaram fixed term plan ge direct plan growth,,
129363,sbi debt fund series a - 19 direct plan - growth,,
129383,axis fixed term plan - series 64 - direct plan - growth,,
129389,axis hybrid fund - series 11 - direct plan - growth,,
129392,sbi debt fund series a - 20 direct plan - growth,,
129397,aditya birla sun life fixed term plan - series lf (1100 days) - direct plan-growth,,
129402,aditya birla sun life emerging leaders fund - series 1 - direct plan - growth,,
129418,reliance fixed horizon fund- xxvi- series 19- direct plan- growth option,,
129421,sbi dual advantage fund series - ii direct plan - growth,,
129432,aditya birla sun life fixed term plan - series lg (1157 days) - direct plan-growth,,
129440,franklin india feeder - templeton european opportunities fund - direct - growth,INF090I01KX6,
129443,sbi debt fund series a - 21 direct plan - growth,,
129465,idfc ftp-s 92(735 days)_direct plan_growth,,
129490,aditya birla sun life fixed term plan - series li (1173 days) - direct plan-growth,,
129505,idfc ftp s-93 (732 days)_direct plan_growth,,
129510,reliance fixed horizon fund xxvi- series 20- direct plan- growth option,,
129521,reliance fixed horizon fund- xxvi- series 21- direct plan- growth option,,
129536,aditya birla sun life fixed term plan - series lj (1150 days) - direct plan-growth,,
129549,uti ftif series xviii - viii (366 days) - growth option - direct,,
129554,sundaram fixed term plan fm direct plan growth,,
129563,reliance fixed horizon fund xxvi- series 22- direct plan- growth option,,
129593,uti ftif series xviii - ix (733 days) - growth option - direct,,
129603,uti ftif series xviii - x (366 days) - growth option - direct,,
129635,aditya birla sun life fixed term plan - series lk (1148 days) - direct plan-growth,,
129649,union small cap fund - direct plan - growth option,INF582M01BU9,
129661,sbi debt fund series a - 22 direct plan - growth,,
129663,sbi debt fund series a - 23 direct plan - growth,,
129671,aditya birla sun life fixed term plan - series ll (1104 days) - direct plan-growth,,
129682,reliance fixed horizon fund xxvi- series 23- direct plan- growth option,,
129686,reliance fixed horizon fund- xxvi- series 24- direct plan- growth option,,
129693,sundaram top 100 series i direct plan growth,,
129708,sbi debt fund series a - 24 direct plan - growth,,
129730,reliance fixed horizon fund xxvi- series 25- direct plan- growth option,,
129733,reliance dual advantage fixed tenure fund v- plan h- direct plan- growth option,,
129747,dws hybrid fixed term fund - series 22 - direct plan -growth,,
129755,axis hybrid fund - series 12 - direct plan - growth,,
129785,hsbc fixed term series 102 - direct plan growth option,,
129787,sundaram hybrid fund series h direct plan growth,,
129814,hdfc cpo - ii - 36m may 2014 - direct option - growth option,,
129818,uti ftif series xviii - xi (1095 days) - growth option - direct,,
129834,uti ftif series xviii - xii (366 days) - growth option - direct,,
129837,reliance fixed horizon fund xxvi- series 26- direct plan- growth option,,
129848,sbi debt fund series a - 25 direct plan - growth,,
129869,sbi debt fund series a - 26 (682 days) direct plan - growth,,
129885,aditya birla sun life emerging leaders fund - series 2 - direct plan - growth option,,
129887,sundaram top 100 series ii direct plan growth,,
129892,sundaram fixed term plan gg direct plan growth,,
129921,aditya birla sun life capital protection oriented fund - series 21 - direct plan-growth,,
129929,idfc ftp s -97 (788 days) _direct plan_growth,,
129954,aditya birla sun life fixed term plan - series lo (1142 days) - direct plan-growth,,
129972,sbi debt fund series a - 27 (366 days) direct plan - growth,,
129985,idfc ftp s_99(777days)_direct_growth,,
129987,jpmorgan india top 100 fund - direct plan - growth option,,
130010,reliance fixed horizon fund-xxvi-series 28-direct plan-growth option,,
130024,sbi dual advantage fund - series iii - direct plan - growth,,
130026,sbi debt fund series a - 28 (367 days) - direct plan - growth,,
130047,axis fixed term plan - series 67 (1218 days) - direct plan - growth,,
130050,nippon india medium duration fund - direct plan - growth option,INF204KA1QF1,
130059,axis hybrid fund - series 13 - direct plan - growth,,
130066,uti ftif series xviii - xiii(366 days) - growth option - direct,,
130081,uti ftif series xviii - xiv(368 days) - growth option - direct,,
130090,uti ftif series xviii - xv (366 days) - growth option - direct,,
130125,uti ftif series xix- i (369 days)- growth option - direct,,
130136,uti ftif series xix- ii (368 days) - growth option -direct,,
130157,sbi debt fund series a - 29 (91 days)  direct - growth,,
130190,reliance fixed horizon fund - xxvi - series 29 - direct plan - growth option,,
130194,reliance fixed horizon fund - xxvi - series 30 - direct plan - growth option,,
130202,tata dual advantage fund scheme c-direct plan-growth,,
130206,edelweiss arbitrage fund- direct plan- growth option,INF754K01EA4,
130228,reliance fixed horizon fund - xxvi - series 31 - direct plan - growth option,,
130231,sbi debt fund series a - 30 (91 days) direct plan - growth,,
130238,sbi debt fund series a - 31 (367 days) direct plan - growth,,
130249,uti ftif series xix - iii (368 days) - growth option - direct,,
130253,uti ftif series xix - iv (366 days) - growth option - direct,,
130260,hdfc cpo - ii - 36m june 2014-direct option-growth option,,
130266,reliance fixed horizon fund xxvi- series 32- direct plan- growth option,,
130268,jpmorgan emerging markets opportunities equity offshore fund - direct plan - growth option,,
130277,dws hybrid fixed term fund - series 23 - direct plan -growth,,
130283,sbi debt fund series a - 32 (367 days) direct plan - growth,,
130286,sbi debt fund series a - 33 (36 months) direct plan - growth,,
130296,aditya birla sun life emerging leaders fund - series 3 - direct plan - growth,,
130307,sundaram hybrid fund series k direct growth,,
130314,axis credit risk fund - direct plan - growth,INF846K01PJ5,
130322,sbi debt fund series a - 34 (367 days) direct plan - growth,,
130346,sundaram top 100 series iii direct plan growth,,
130359,lic mf capital protection oriented fund-series 4-direct plan-growth,,
130362,uti ftif series xix - vii (1095 days ) - growth option - direct,,
130370,uti ftif series xix - viii (368 days) - growth option - direct,,
130375,uti ftif series xix - v (1095 days) - growth option - direct,,
130387,uti ftif series xix - vi (366 days)- growth option - direct,,
130415,reliance fixed horizon fund xxvi- series 33- direct plan- growth option,,
130445,sbi debt fund series a - 35 (369 days) direct plan - growth,,
130450,l&t arbitrage opportunities fund - direct plan - growth,,
130462,uti ftif series xix - ix (369 days) - growth option - direct,,
130498,hdfc large and mid cap fund - growth option - direct plan,INF179KA1RQ7,
130503,hdfc small cap fund - growth option - direct plan,INF179KA1RW5,
130555,hdfc inflation indexed bond fund - direct growth,,
130569,aditya birla sun life fixed term plan - series lq (1113 days) - direct plan - growth,,
130601,sbi debt fund series a - 36 (36 months) direct plan - growth,,
130629,reliance dual advantage fixed tenure fund vi- plan a- direct plan- growth option,,
