schemeCode,schemeName,NAV,scheme_type,scheme_category
Scheme Code,Scheme Name,Net Asset Value,,
131512,UTI Ultra Short Duration Fund - Direct Plan - Fortnightly IDCW,1326.2698,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
120746,UTI Ultra Short Duration Fund - Direct Plan - Growth Option,4719.1708,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
147128,UTI Ultra Short Duration Fund - Direct Plan - Half-Yearly IDCW,1496.2905,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
131444,UTI Ultra Short Duration Fund - Direct Plan - Monthly IDCW,1161.8194,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
133059,UTI Ultra Short Duration Fund - Direct Plan - Quarterly IDCW,1959.4467,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
120745,UTI Ultra Short Duration Fund - Direct Plan - Weekly IDCW (Reinvestment),1083.7709,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
112083,UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION,3139.8106,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
112082,UTI Ultra Short Duration Fund - Discontinued - INSTN PLAN - PERIODIC DIVIDEND OPTION,1003.5556,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
134484,UTI Ultra Short Duration Fund - Regular Plan - Annual IDCW,1433.9265,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
109501,UTI Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment),1047.4515,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
121891,UTI Ultra Short Duration Fund - Regular Plan - Flexi IDCW,1691.5747,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
131511,UTI Ultra Short Duration Fund - Regular Plan - Fortnightly IDCW,1321.9303,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
102532,UTI Ultra Short Duration Fund - Regular Plan - Growth Option,4381.9354,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
134799,UTI Ultra Short Duration Fund - Regular Plan - Half-Yearly IDCW,1004.1823,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
131445,UTI Ultra Short Duration Fund - Regular Plan - Monthly IDCW,1110.9541,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
133873,UTI Ultra Short Duration Fund - Regular Plan - Quarterly IDCW,1276.0484,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
102531,UTI Ultra Short Duration Fund - Regular Plan - Weekly IDCW (Reinvestment),1386.7421,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),UTI Mutual Fund
147316,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1004.8179,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147315,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1006.8000,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147311,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option,1458.3158,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147312,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1009.1108,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147313,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1005.4340,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147308,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1004.8182,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147309,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1006.8874,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147307,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Growth Option,1404.2223,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147314,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1007.7546,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
147310,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1006.8050,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),WhiteOak Capital Mutual Fund
120348,Invesco India Contra Fund - Direct Plan - Growth,158.72,Open Ended Schemes(Equity Scheme - Contra Fund),Invesco Mutual Fund
120349,Invesco India Contra Fund - Direct Plan - IDCW (Payout / Reinvestment),73.97,Open Ended Schemes(Equity Scheme - Contra Fund),Invesco Mutual Fund
105460,Invesco India Contra Fund - Regular Plan - Growth,134.6,Open Ended Schemes(Equity Scheme - Contra Fund),Invesco Mutual Fund
105459,Invesco India Contra Fund - Regular Plan - IDCW (Payout / Reinvestment),54.94,Open Ended Schemes(Equity Scheme - Contra Fund),Invesco Mutual Fund
119769,Kotak Contra Fund - Direct Plan - Growth,183.625,Open Ended Schemes(Equity Scheme - Contra Fund),Kotak Mahindra Mutual Fund
119768,Kotak Contra Fund - Direct Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option- Direct,65.343,Open Ended Schemes(Equity Scheme - Contra Fund),Kotak Mahindra Mutual Fund
103040,Kotak Contra Fund - Regular Plan - Growth,154.606,Open Ended Schemes(Equity Scheme - Contra Fund),Kotak Mahindra Mutual Fund
103039,Kotak Contra Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,53.292,Open Ended Schemes(Equity Scheme - Contra Fund),Kotak Mahindra Mutual Fund
119835,SBI CONTRA FUND - DIRECT PLAN - GROWTH,429.0525,Open Ended Schemes(Equity Scheme - Contra Fund),SBI Mutual Fund
119724,SBI Contra Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),90.5487,Open Ended Schemes(Equity Scheme - Contra Fund),SBI Mutual Fund
100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),67.8245,Open Ended Schemes(Equity Scheme - Contra Fund),SBI Mutual Fund
102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH,391.1329,Open Ended Schemes(Equity Scheme - Contra Fund),SBI Mutual Fund
119507,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,509.78,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Aditya Birla Sun Life Mutual Fund
101738,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,462.05,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Aditya Birla Sun Life Mutual Fund
119506,Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW,48.66,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Aditya Birla Sun Life Mutual Fund
101737,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,26.7,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Aditya Birla Sun Life Mutual Fund
152810,Baroda BNP Paribas Dividend Yield Fund - Direct Plan - Growth Option,9.9766,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Baroda BNP Paribas Mutual Fund
152809,Baroda BNP Paribas Dividend Yield Fund - Direct Plan - IDCW Option,9.9766,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Baroda BNP Paribas Mutual Fund
152807,Baroda BNP Paribas Dividend Yield Fund - Regular Plan - Growth Option,9.7517,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Baroda BNP Paribas Mutual Fund
152808,Baroda BNP Paribas Dividend Yield Fund - Regular Plan - IDCW Option,9.7517,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Baroda BNP Paribas Mutual Fund
118527,Franklin India Dividend Yield Fund - Direct - Growth,155.4193,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Franklin Templeton Mutual Fund
118526,Franklin India Dividend Yield Fund - Direct - IDCW,29.1622,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Franklin Templeton Mutual Fund
103679,Franklin India Dividend Yield Fund - IDCW,25.7027,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Franklin Templeton Mutual Fund
103678,Franklin India Dividend Yield Fund-Growth Plan,141.3383,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Franklin Templeton Mutual Fund
148609,HDFC Dividend Yield Fund - Growth Option Direct Plan,26.659,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),HDFC Mutual Fund
148610,HDFC Dividend Yield Fund - Growth Plan,24.818,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),HDFC Mutual Fund
148608,HDFC Dividend Yield Fund - IDCW Option Direct Plan,23.109,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),HDFC Mutual Fund
148611,HDFC Dividend Yield Fund - IDCW Plan,21.288,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),HDFC Mutual Fund
129312,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,61.50,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),ICICI Prudential Mutual Fund
129309,ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option,28.22,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),ICICI Prudential Mutual Fund
129310,ICICI Prudential Dividend Yield Equity Fund Growth Option,54.76,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),ICICI Prudential Mutual Fund
129311,ICICI Prudential Dividend Yield Equity Fund IDCW Option,21.80,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),ICICI Prudential Mutual Fund
154097,Kotak Dividend Yield Fund - Direct - Growth,10.027,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Kotak Mahindra Mutual Fund
154100,Kotak Dividend Yield Fund - Direct - IDCW,10.027,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Kotak Mahindra Mutual Fund
154099,Kotak Dividend Yield Fund - Regular -Growth,10.022,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Kotak Mahindra Mutual Fund
154098,Kotak Dividend Yield Fund - Regular IDCW,10.022,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Kotak Mahindra Mutual Fund
152022,LIC MF Dividend Yield Fund-Direct Plan-Growth,33.3712,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),LIC Mutual Fund
152021,LIC MF Dividend Yield Fund-Direct Plan-IDCW,33.3559,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),LIC Mutual Fund
152019,LIC MF Dividend Yield Fund-Regular Plan-Growth,30.4952,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),LIC Mutual Fund
152020,LIC MF Dividend Yield Fund-Regular Plan-IDCW,30.4946,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),LIC Mutual Fund
151478,SBI Dividend Yield Fund - Direct Plan - Growth,16.1010,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),SBI Mutual Fund
151475,SBI Dividend Yield Fund - Direct Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,16.1024,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),SBI Mutual Fund
151476,SBI Dividend Yield Fund - Regular Plan - Growth,15.6274,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),SBI Mutual Fund
151477,SBI Dividend Yield Fund - Regular Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,15.6273,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),SBI Mutual Fund
149700,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option,152.9250,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Sundaram Mutual Fund
149699,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option,63.8304,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Sundaram Mutual Fund
149698,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Income Distribution CUM Capital Withdrawal Plan,37.8450,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Sundaram Mutual Fund
149697,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan,139.1836,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Sundaram Mutual Fund
148947,Tata Dividend Yield Fund-Direct Plan-Growth,20.2452,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Tata Mutual Fund
148952,Tata Dividend Yield Fund-Direct Plan-IDCW Payout,20.2452,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Tata Mutual Fund
148951,Tata Dividend Yield Fund-Direct Plan-IDCW Reinvestment,20.2452,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Tata Mutual Fund
148948,Tata Dividend Yield Fund-Regular Plan-Growth,18.6410,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Tata Mutual Fund
148950,Tata Dividend Yield Fund-Regular Plan-IDCW Payout,18.6410,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Tata Mutual Fund
148949,Tata Dividend Yield Fund-Regular Plan-IDCW Reinvestment,18.6410,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),Tata Mutual Fund
120750,UTI Dividend Yield Fund - Direct Plan - IDCW,41.3142,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),UTI Mutual Fund
103025,UTI Dividend Yield Fund - Regular Plan - IDCW,34.2205,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),UTI Mutual Fund
103026,UTI-Dividend Yield Fund.-Growth,181.8171,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),UTI Mutual Fund
120749,UTI-Dividend Yield Fund.-Growth-Direct,196.8322,Open Ended Schemes(Equity Scheme - Dividend Yield Fund),UTI Mutual Fund
151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,14.5040,Open Ended Schemes(Equity Scheme - ELSS),360 ONE Mutual Fund
151166,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - IDCW Payout,14.5040,Open Ended Schemes(Equity Scheme - ELSS),360 ONE Mutual Fund
151164,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth,14.3916,Open Ended Schemes(Equity Scheme - ELSS),360 ONE Mutual Fund
151167,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,14.3916,Open Ended Schemes(Equity Scheme - ELSS),360 ONE Mutual Fund
119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,69.38,Open Ended Schemes(Equity Scheme - ELSS),Aditya Birla Sun Life Mutual Fund
107745,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,61.92,Open Ended Schemes(Equity Scheme - ELSS),Aditya Birla Sun Life Mutual Fund
119543,Aditya Birla Sun Life ELSS Tax Saver Fund-DIRECT - IDCW,463.89,Open Ended Schemes(Equity Scheme - ELSS),Aditya Birla Sun Life Mutual Fund
103164,Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW,202.11,Open Ended Schemes(Equity Scheme - ELSS),Aditya Birla Sun Life Mutual Fund
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,109.1756,Open Ended Schemes(Equity Scheme - ELSS),Axis Mutual Fund
120502,Axis ELSS Tax Saver Fund - Direct Plan - IDCW,50.5161,Open Ended Schemes(Equity Scheme - ELSS),Axis Mutual Fund
112323,Axis ELSS Tax Saver Fund - Regular Plan - Growth,96.2815,Open Ended Schemes(Equity Scheme - ELSS),Axis Mutual Fund
112322,Axis ELSS Tax Saver Fund - Regular Plan - IDCW,23.5738,Open Ended Schemes(Equity Scheme - ELSS),Axis Mutual Fund
153201,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,11.325,Open Ended Schemes(Equity Scheme - ELSS),Bajaj Finserv Mutual Fund
153203,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - IDCW,11.325,Open Ended Schemes(Equity Scheme - ELSS),Bajaj Finserv Mutual Fund
153202,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH,11.119,Open Ended Schemes(Equity Scheme - ELSS),Bajaj Finserv Mutual Fund
153200,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - IDCW,11.119,Open Ended Schemes(Equity Scheme - ELSS),Bajaj Finserv Mutual Fund
118473,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,180.407,Open Ended Schemes(Equity Scheme - ELSS),Bandhan Mutual Fund
118472,BANDHAN ELSS Tax Saver Fund - Direct Plan - IDCW,44.553,Open Ended Schemes(Equity Scheme - ELSS),Bandhan Mutual Fund
111569,BANDHAN ELSS Tax Saver Fund - Regular Plan - Growth,156.122,Open Ended Schemes(Equity Scheme - ELSS),Bandhan Mutual Fund
111570,BANDHAN ELSS Tax Saver Fund - Regular Plan - IDCW,33.652,Open Ended Schemes(Equity Scheme - ELSS),Bandhan Mutual Fund
119351,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,186.85,Open Ended Schemes(Equity Scheme - ELSS),Bank of India Mutual Fund
119352,BANK OF INDIA ELSS Tax Saver -Direct Plan-IDCW,74.62,Open Ended Schemes(Equity Scheme - ELSS),Bank of India Mutual Fund
111709,BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth,172.63,Open Ended Schemes(Equity Scheme - ELSS),Bank of India Mutual Fund
111711,BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW,28.65,Open Ended Schemes(Equity Scheme - ELSS),Bank of India Mutual Fund
111710,BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth,159.37,Open Ended Schemes(Equity Scheme - ELSS),Bank of India Mutual Fund
111708,BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW,30.70,Open Ended Schemes(Equity Scheme - ELSS),Bank of India Mutual Fund
150159,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,111.2729,Open Ended Schemes(Equity Scheme - ELSS),Baroda BNP Paribas Mutual Fund
150158,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - IDCW Option,30.0793,Open Ended Schemes(Equity Scheme - ELSS),Baroda BNP Paribas Mutual Fund
150156,BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,98.0666,Open Ended Schemes(Equity Scheme - ELSS),Baroda BNP Paribas Mutual Fund
150157,BARODA BNP PARIBAS ELSS Tax Saver Fund- Regular - IDCW Option,23.5437,Open Ended Schemes(Equity Scheme - ELSS),Baroda BNP Paribas Mutual Fund
118285,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,199.7900,Open Ended Schemes(Equity Scheme - ELSS),Canara Robeco Mutual Fund
118286,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - IDCW (Payout),79.4600,Open Ended Schemes(Equity Scheme - ELSS),Canara Robeco Mutual Fund
111722,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION,177.6500,Open Ended Schemes(Equity Scheme - ELSS),Canara Robeco Mutual Fund
100593,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout),48.7400,Open Ended Schemes(Equity Scheme - ELSS),Canara Robeco Mutual Fund
119242,DSP ELSS Tax Saver Fund - Direct Plan - Growth,160.305,Open Ended Schemes(Equity Scheme - ELSS),DSP Mutual Fund
119241,DSP ELSS Tax Saver Fund - Direct Plan - IDCW,96.225,Open Ended Schemes(Equity Scheme - ELSS),DSP Mutual Fund
104772,DSP ELSS Tax Saver Fund - Regular Plan - Growth,143.602,Open Ended Schemes(Equity Scheme - ELSS),DSP Mutual Fund
104773,DSP ELSS Tax Saver Fund - Regular Plan - IDCW,24.015,Open Ended Schemes(Equity Scheme - ELSS),DSP Mutual Fund
118619,Edelweiss ELSS Tax Saver Fund - Direct Plan - IDCW Option,46.02,Open Ended Schemes(Equity Scheme - ELSS),Edelweiss Mutual Fund
118620,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,136.09,Open Ended Schemes(Equity Scheme - ELSS),Edelweiss Mutual Fund
111638,Edelweiss ELSS Tax Saver Fund - Regular Plan - Growth Option,114.03,Open Ended Schemes(Equity Scheme - ELSS),Edelweiss Mutual Fund
111639,Edelweiss ELSS Tax Saver Fund - Regular Plan - IDCW Option,30.52,Open Ended Schemes(Equity Scheme - ELSS),Edelweiss Mutual Fund
118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,1640.3467,Open Ended Schemes(Equity Scheme - ELSS),Franklin Templeton Mutual Fund
118541,Franklin India ELSS Tax Saver Fund - Direct - IDCW,71.8312,Open Ended Schemes(Equity Scheme - ELSS),Franklin Templeton Mutual Fund
100525,Franklin India ELSS Tax Saver Fund - IDCW,61.8992,Open Ended Schemes(Equity Scheme - ELSS),Franklin Templeton Mutual Fund
100526,Franklin India ELSS Tax Saver Fund-Growth,1464.8727,Open Ended Schemes(Equity Scheme - ELSS),Franklin Templeton Mutual Fund
141807,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option,22.5,Open Ended Schemes(Equity Scheme - ELSS),Groww Mutual Fund
141808,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,22.54,Open Ended Schemes(Equity Scheme - ELSS),Groww Mutual Fund
141810,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),19.71,Open Ended Schemes(Equity Scheme - ELSS),Groww Mutual Fund
141862,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option,19.71,Open Ended Schemes(Equity Scheme - ELSS),Groww Mutual Fund
119060,HDFC ELSS Tax saver - Growth Option - Direct Plan,1563.431,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
101979,HDFC ELSS Tax saver - Growth Plan,1442.816,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
119059,HDFC ELSS Tax saver - IDCW Option - Direct Plan,104.81,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
101980,HDFC ELSS Tax saver - IDCW Plan,77.113,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
118929,HDFC Long Term Advantage Plan - Growth Option - Direct Plan,625.385,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
100998,HDFC Long Term Advantage Plan - Growth Plan,595.168,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
118928,HDFC Long Term Advantage Plan - IDCW Option - Direct Plan,57.515,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
100997,HDFC Long Term Advantage Plan - IDCW Plan,51.722,Open Ended Schemes(Equity Scheme - ELSS),HDFC Mutual Fund
151078,HSBC ELSS Tax saver Fund - Direct Growth,148.0801,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
151079,HSBC ELSS Tax saver Fund - Direct IDCW Payout,40.0809,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
151076,HSBC ELSS Tax saver Fund - Regular Growth,135.3101,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
151077,HSBC ELSS Tax saver Fund - Regular IDCW Payout,27.2755,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
104707,HSBC Tax Saver Equity Fund - Growth,89.8495,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
120079,HSBC Tax Saver Equity Fund - Growth Direct,101.2359,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
104706,HSBC Tax Saver Equity Fund - IDCW,32.8802,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
120078,HSBC Tax Saver Equity Fund - IDCW Direct Plan,37.1649,Open Ended Schemes(Equity Scheme - ELSS),HSBC Mutual Fund
120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,1055.83,Open Ended Schemes(Equity Scheme - ELSS),ICICI Prudential Mutual Fund
120593,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW,46.84,Open Ended Schemes(Equity Scheme - ELSS),ICICI Prudential Mutual Fund
100354,ICICI Prudential ELSS Tax Saver Fund - Growth,947.88,Open Ended Schemes(Equity Scheme - ELSS),ICICI Prudential Mutual Fund
100353,ICICI Prudential ELSS Tax Saver Fund - IDCW,23.08,Open Ended Schemes(Equity Scheme - ELSS),ICICI Prudential Mutual Fund
120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,143.11,Open Ended Schemes(Equity Scheme - ELSS),Invesco Mutual Fund
120417,Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW Payout,31.11,Open Ended Schemes(Equity Scheme - ELSS),Invesco Mutual Fund
104636,Invesco India ELSS Tax Saver Fund - Regular Plan - Growth,120.23,Open Ended Schemes(Equity Scheme - ELSS),Invesco Mutual Fund
104635,Invesco India ELSS Tax Saver Fund - Regular Plan - IDCW Payout,23.53,Open Ended Schemes(Equity Scheme - ELSS),Invesco Mutual Fund
147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,26.5040,Open Ended Schemes(Equity Scheme - ELSS),ITI Mutual Fund
147542,ITI ELSS Tax Saver Fund - Direct Plan - IDCW Option,23.4485,Open Ended Schemes(Equity Scheme - ELSS),ITI Mutual Fund
147544,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,23.3819,Open Ended Schemes(Equity Scheme - ELSS),ITI Mutual Fund
147543,ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option,20.4647,Open Ended Schemes(Equity Scheme - ELSS),ITI Mutual Fund
120494,JM ELSS Tax Saver Fund (Direct) - Growth Option,55.4142,Open Ended Schemes(Equity Scheme - ELSS),JM Financial Mutual Fund
120493,JM ELSS Tax Saver Fund (Direct) - IDCW,54.048,Open Ended Schemes(Equity Scheme - ELSS),JM Financial Mutual Fund
107288,JM ELSS Tax Saver Fund (Regular) - Growth option,48.1672,Open Ended Schemes(Equity Scheme - ELSS),JM Financial Mutual Fund
107287,JM ELSS Tax Saver Fund (Regular) - IDCW,48.1665,Open Ended Schemes(Equity Scheme - ELSS),JM Financial Mutual Fund
103339,Kotak ELSS Tax Saver Fund-Growth,116.634,Open Ended Schemes(Equity Scheme - ELSS),Kotak Mahindra Mutual Fund
119773,Kotak ELSS Tax Saver Fund-Growth - Direct,137.481,Open Ended Schemes(Equity Scheme - ELSS),Kotak Mahindra Mutual Fund
103338,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option,43.65,Open Ended Schemes(Equity Scheme - ELSS),Kotak Mahindra Mutual Fund
119772,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct,57.59,Open Ended Schemes(Equity Scheme - ELSS),Kotak Mahindra Mutual Fund
