schemeCode,schemeName,NAV,scheme_type,scheme_category
Scheme Code,Scheme Name,Net Asset Value,,
153011,Zerodha Gold ETF FoF-Direct Plan - Growth Option,19.7713,Open Ended Schemes(Other Scheme - FoF Domestic),Zerodha Mutual Fund
153757,Zerodha Multi Asset Passive FoF - Direct - Growth,11.4524,Open Ended Schemes(Other Scheme - FoF Domestic),Zerodha Mutual Fund
153656,Zerodha Silver ETF FoF - Direct Growth,21.4034,Open Ended Schemes(Other Scheme - FoF Domestic),Zerodha Mutual Fund
132141,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW,25.5482,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,28.886,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
132139,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,27.5189,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
132138,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,27.5139,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
132009,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,40.8792,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
132005,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,38.3069,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
132010,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW,40.9001,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
132003,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,38.3306,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
149289,Aditya Birla Sun Life US Equity Passive FOF-Direct IDCW,18.3555,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
149291,Aditya Birla Sun Life US Equity Passive FOF-Direct-Growth,18.353,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
149290,Aditya Birla Sun Life US Equity Passive FOF-Regular Growth,18.0536,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
149292,Aditya Birla Sun Life US Equity Passive FOF-Regular IDCW,18.0522,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152140,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct Growth,12.1169,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152139,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct IDCW Payout,12.1168,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152142,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular Growth,12.1041,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152144,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular IDCW,12.1029,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152150,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct Growth,12.4239,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152145,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct IDCW,12.4239,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152147,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular Growth,12.4092,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
152149,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular IDCW,12.4092,Open Ended Schemes(Other Scheme - FoF Overseas),Aditya Birla Sun Life Mutual Fund
148485,Axis Global Equity Alpha Fund of Fund - Direct Plan - Growth Option,23.2045,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148487,Axis Global Equity Alpha Fund of Fund - Direct Plan - IDCW,23.1991,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148486,Axis Global Equity Alpha Fund of Fund - Regular Plan - Growth Option,21.9919,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148488,Axis Global Equity Alpha Fund of Fund - Regular Plan - IDCW,21.9919,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148954,Axis Global Innovation Fund of Fund - Direct Plan - Growth,15.96,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148955,Axis Global Innovation Fund of Fund - Direct Plan - IDCW,15.95,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148953,Axis Global Innovation Fund of Fund - Regular Plan - Growth,15.21,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148956,Axis Global Innovation Fund of Fund - Regular Plan - IDCW,15.21,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148699,Axis Greater China Equity Fund of Fund - Direct Plan - Growth Option,11.08,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148700,Axis Greater China Equity Fund of Fund - Direct Plan - IDCW,11.08,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148701,Axis Greater China Equity Fund of Fund - Regular Plan - Growth Option,10.50,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
148702,Axis Greater China Equity Fund of Fund - Regular Plan - IDCW,10.49,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
150751,Axis NASDAQ 100 US Specific Equity Passive FOF - Direct Plan - Growth,23.7418,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
150749,Axis NASDAQ 100 US Specific Equity Passive FOF - Direct Plan - IDCW,23.7417,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
150750,Axis NASDAQ 100 US Specific Equity Passive FOF - Regular Plan - Growth,23.4490,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
150748,Axis NASDAQ 100 US Specific Equity Passive FOF - Regular Plan - IDCW,23.4489,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
152240,Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - Growth Option,11.7144,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
152241,Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - IDCW Option,11.7137,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
152239,Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - Growth Option,11.7022,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
152238,Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - IDCW Option,11.7022,Open Ended Schemes(Other Scheme - FoF Overseas),Axis Mutual Fund
149098,Bandhan US specific Equity Active FOF - GROWTH - DIRECT PLAN,18.438,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
149100,Bandhan US specific Equity Active FOF - GROWTH - REGULAR PLAN,17.601,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
149099,Bandhan US specific Equity Active FOF - IDCW - DIRECT PLAN,18.438,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
149097,Bandhan US specific Equity Active FOF - IDCW - REGULAR PLAN,17.601,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
151548,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - DIRECT PLAN - GROWTH,12.4744,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
151549,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - DIRECT PLAN - IDCW,12.4744,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
151546,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF - REGULAR PLAN - GROWTH,12.4533,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
151547,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF- REGULAR PLAN- IDCW,12.4533,Open Ended Schemes(Other Scheme - FoF Overseas),Bandhan Mutual Fund
150285,Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - Growth Option,15.8203,Open Ended Schemes(Other Scheme - FoF Overseas),Baroda BNP Paribas Mutual Fund
150287,Baroda BNP Paribas Aqua Fund of Fund - Direct Plan - IDCW Option,15.8203,Open Ended Schemes(Other Scheme - FoF Overseas),Baroda BNP Paribas Mutual Fund
150286,Baroda BNP Paribas Aqua Fund of Fund - Regular Plan - IDCW Option,15.0390,Open Ended Schemes(Other Scheme - FoF Overseas),Baroda BNP Paribas Mutual Fund
150284,Baroda BNP Paribas Aqua Fund of Fund - Regular Plan Growth,15.0390,Open Ended Schemes(Other Scheme - FoF Overseas),Baroda BNP Paribas Mutual Fund
119276,DSP Global Clean Energy Overseas Equity Omni FoF - Direct Plan - IDCW,20.0493,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
112126,DSP Global Clean Energy Overseas Equity Omni FoF - Regular Plan - Growth,25.8605,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
112127,DSP Global Clean Energy Overseas Equity Omni FoF - Regular Plan - IDCW,17.9811,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
119275,DSP Global Clean Energy Overseas Equity Omni FoF Direct Plan - Growth,27.3191,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
149816,DSP Global Innovation Overseas Equity Omni FoF - Direct - Growth,18.7612,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
149815,DSP Global Innovation Overseas Equity Omni FoF - Direct - IDCW,18.7612,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
149817,DSP Global Innovation Overseas Equity Omni FoF - Regular - Growth,18.095,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
149814,DSP Global Innovation Overseas Equity Omni FoF - Regular - IDCW,18.095,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
152528,DSP US Specific Debt Passive FoF - Direct - Growth,11.9716,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
152529,DSP US Specific Debt Passive FoF - Direct - IDCW,11.9716,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
152527,DSP US Specific Debt Passive FoF - Regular - Growth,11.9603,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
152530,DSP US Specific Debt Passive FoF - Regular - IDCW,11.9603,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
119252,DSP US Specific Equity Omni FoF - Direct Plan - Growth,84.9275,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
119253,DSP US Specific Equity Omni FoF - Direct Plan - IDCW,71.0663,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
117691,DSP US Specific Equity Omni FoF - Regular Plan - Growth Option,77.1070,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
117692,DSP US Specific Equity Omni FoF - Regular Plan - IDCW,36.6625,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
119277,DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - Growth,61.8948,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
119278,DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - IDCW,37.0489,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
106597,DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - Growth,57.6652,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
106596,DSP World Gold Mining Overseas Equity Omni FoF - Regular Plan - IDCW,34.9323,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
119279,DSP World Mining Overseas Equity Omni FoF - Direct Plan - Growth,32.9382,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
119280,DSP World Mining Overseas Equity Omni FoF - Direct Plan - IDCW,31.2909,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
112293,DSP World Mining Overseas Equity Omni FoF - Regular Plan - Growth,30.4972,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
112347,DSP World Mining Overseas Equity Omni FoF - Regular Plan - IDCW,27.5894,Open Ended Schemes(Other Scheme - FoF Overseas),DSP Mutual Fund
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,37.802,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140255,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,33.729,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,25.3,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140328,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,23.1747,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,31.6301,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140295,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,28.536,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,61.149,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140242,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,54.147,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
148063,Edelweiss US Technology Equity Fund of Fund- Direct Plan- Growth,31.1173,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
148064,Edelweiss US Technology Equity Fund of Fund- Regular Plan- Growth,29.4031,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140274,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,42.493,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
140273,Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option,38.2461,Open Ended Schemes(Other Scheme - FoF Overseas),Edelweiss Mutual Fund
118551,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,87.2813,Open Ended Schemes(Other Scheme - FoF Overseas),Franklin Templeton Mutual Fund
118550,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW,87.2813,Open Ended Schemes(Other Scheme - FoF Overseas),Franklin Templeton Mutual Fund
116633,Franklin U.S. Opportunities Equity Active Fund of Funds - Growth,76.8425,Open Ended Schemes(Other Scheme - FoF Overseas),Franklin Templeton Mutual Fund
116632,Franklin U.S. Opportunities Equity Active Fund of Funds - IDCW,76.8425,Open Ended Schemes(Other Scheme - FoF Overseas),Franklin Templeton Mutual Fund
149180,HDFC Developed World Overseas Equity Passive FOF - Direct Plan - Growth Option,18.627,Open Ended Schemes(Other Scheme - FoF Overseas),HDFC Mutual Fund
149181,HDFC Developed World Overseas Equity Passive FOF - Growth Option,18.248,Open Ended Schemes(Other Scheme - FoF Overseas),HDFC Mutual Fund
127073,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth,31.5489,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
127071,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth Direct,34.1148,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
127072,HSBC Asia Pacific IDCW Yield Fund Direct Plan IDCW,24.147,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
127070,HSBC Asia Pacific IDCW Yield Fund IDCW,24.2249,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
120035,HSBC Brazil Fund - Growth Direct,11.2286,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
115117,HSBC Brazil Fund - IDCW,10.236,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
120036,HSBC Brazil Fund - IDCW Direct Plan,11.219,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
115116,HSBC Brazil Fund-Growth,10.236,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
120043,HSBC Global Emerging Market Fund - Growth Direct,31.5295,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
107988,HSBC Global Emerging Markets Fund - Growth,28.7658,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
107989,HSBC Global Emerging Markets Fund - IDCW,21.8856,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
120044,HSBC Global Emerging Markets Fund - IDCW Direct Plan,26.6968,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
148738,HSBC Global Equity  Climate Change Fund of Fund Direct Plan IDCW,12.0273,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
148737,HSBC Global Equity Climate Change Fund of Fund - Direct - Growth,12.0273,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
148735,HSBC Global Equity Climate Change Fund of Fund - Regular - Growth,11.6685,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
148736,HSBC Global Equity Climate Change Fund of Fund IDCW,11.6685,Open Ended Schemes(Other Scheme - FoF Overseas),HSBC Mutual Fund
123654,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth,33.55,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
123652,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW,33.55,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
123651,ICICI Prudential Global Stable Equity Fund (FOF) - Growth,31.02,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
123653,ICICI Prudential Global Stable Equity Fund (FOF) - IDCW,31.02,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
149455,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan Growth,26.5676,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
149458,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan IDCW,26.5671,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
149456,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Growth,25.5701,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
149457,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - IDCW,25.5656,Open Ended Schemes(Other Scheme - FoF Overseas),ICICI Prudential Mutual Fund
149961,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Direct Plan - Growth,21.198,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
149960,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Regular Plan - Growth,21.0056,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
148614,Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - Growth,11.2397,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
148615,Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),11.2391,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
148613,Invesco India - Invesco Global Consumer Trends Fund of Fund - Regular Plan - Growth,10.6802,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
148612,Invesco India - Invesco Global Consumer Trends Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment),10.68,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
129188,Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - Growth,37.0915,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
129190,Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),36.6444,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
129187,Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - Growth,33.467,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
129189,Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment),33.4192,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
126353,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - Growth Option,25.9213,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
126352,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),25.8435,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
126351,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - Growth Option,23.7587,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
126350,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment),23.7578,Open Ended Schemes(Other Scheme - FoF Overseas),Invesco Mutual Fund
119779,Kotak Global Emerging Market overseas Equity Omni FOF - Growth - Direct,36.072,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
106442,Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option,33.177,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
119778,Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option - Direct,36.224,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
106441,Kotak Global Emerging Market Overseas Equity Omni FOF- Growth,33.175,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
149058,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan -IDCW Option,12.227,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
149056,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan-Growth,12.2266,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
149060,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan - IDCW Option,12.9033,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
149059,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan -Growth,12.9052,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
148646,Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Growth,12.1481,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
148649,Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Payout of Income Distribution cum capital withdrawal option,12.1481,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
148645,Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Growth,11.6045,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
148647,Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Payout of Income Distribution cum capital withdrawal option,11.6047,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133832,Kotak US Equity Fund - Direct Plan - Dividend option,20.129,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133831,Kotak US Equity Fund - Direct Plan - Growth option,20.131,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133830,Kotak US Equity Fund - Standard Plan - Dividend option,19.213,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133833,Kotak US Equity Fund - Standard Plan - Growth option,19.216,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
148661,Kotak US Specific Equity Passive FOF - Regular Plan - Growth,22.2454,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
148662,Kotak US Specific Equity Passive FOF- Direct Plan - Growth,22.6809,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133814,Kotak World Gold Fund - Standard Plan - Dividend Option,9.28,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133815,Kotak World Gold Fund - Standard Plan - Growth Option,11.199,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133817,Kotak World Gold Fund- Direct Plan- Dividend Option,9.78,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
133816,Kotak World Gold Fund- Direct Plan- Growth Option,11.759,Open Ended Schemes(Other Scheme - FoF Overseas),Kotak Mahindra Mutual Fund
149230,Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - Growth,11.0491,Open Ended Schemes(Other Scheme - FoF Overseas),Mahindra Manulife Mutual Fund
149231,Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - IDCW,11.0491,Open Ended Schemes(Other Scheme - FoF Overseas),Mahindra Manulife Mutual Fund
149228,Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - Growth,10.6020,Open Ended Schemes(Other Scheme - FoF Overseas),Mahindra Manulife Mutual Fund
149229,Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - IDCW,10.6020,Open Ended Schemes(Other Scheme - FoF Overseas),Mahindra Manulife Mutual Fund
150595,Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Direct Plan - Growth,14.687,Open Ended Schemes(Other Scheme - FoF Overseas),Mirae Asset Mutual Fund
150594,Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Regular Plan - Growth,14.477,Open Ended Schemes(Other Scheme - FoF Overseas),Mirae Asset Mutual Fund
150597,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,25.763,Open Ended Schemes(Other Scheme - FoF Overseas),Mirae Asset Mutual Fund
150596,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Regular Plan - Growth,25.619,Open Ended Schemes(Other Scheme - FoF Overseas),Mirae Asset Mutual Fund
152090,Motilal Oswal Developed Market Ex US ETFs Fund of Funds Direct Plan Growth,16.5209,Open Ended Schemes(Other Scheme - FoF Overseas),Motilal Oswal Mutual Fund
152091,Motilal Oswal Developed Market Ex US ETFs Fund of Funds Regular Plan Growth,16.3209,Open Ended Schemes(Other Scheme - FoF Overseas),Motilal Oswal Mutual Fund
149910,Navi NASDAQ100 US Specific Equity Passive FOF- Direct- Growth,19.7693,Open Ended Schemes(Other Scheme - FoF Overseas),Navi Mutual Fund
149911,Navi NASDAQ100 US Specific Equity Passive FOF- Regular- Growth,19.6319,Open Ended Schemes(Other Scheme - FoF Overseas),Navi Mutual Fund
149830,Navi Total Stock Market US Specific Equity Passive FoF- Direct Plan- Growth,19.1395,Open Ended Schemes(Other Scheme - FoF Overseas),Navi Mutual Fund
