date,nav,scheme_code
28-06-2023,17.87200,143828
27-06-2023,17.86590,143828
26-06-2023,17.86310,143828
23-06-2023,17.85470,143828
22-06-2023,17.85190,143828
21-06-2023,17.84930,143828
20-06-2023,17.84660,143828
19-06-2023,17.84380,143828
16-06-2023,17.83550,143828
15-06-2023,17.83280,143828
14-06-2023,17.83010,143828
13-06-2023,17.82730,143828
12-06-2023,17.82470,143828
09-06-2023,17.81650,143828
08-06-2023,17.81380,143828
07-06-2023,17.81110,143828
06-06-2023,17.80840,143828
05-06-2023,17.80580,143828
02-06-2023,17.79780,143828
01-06-2023,17.79520,143828
31-05-2023,17.79260,143828
30-05-2023,17.79000,143828
29-05-2023,17.78740,143828
26-05-2023,17.77960,143828
25-05-2023,17.77510,143828
24-05-2023,17.77250,143828
23-05-2023,17.76910,143828
22-05-2023,17.76440,143828
19-05-2023,17.75150,143828
18-05-2023,17.74540,143828
17-05-2023,17.74390,143828
16-05-2023,17.74870,143828
15-05-2023,17.74900,143828
12-05-2023,17.73960,143828
11-05-2023,17.73960,143828
10-05-2023,17.73630,143828
09-05-2023,17.73570,143828
08-05-2023,17.73620,143828
05-05-2023,17.72320,143828
04-05-2023,17.72810,143828
03-05-2023,17.71660,143828
02-05-2023,17.72480,143828
28-04-2023,17.70160,143828
27-04-2023,17.66650,143828
26-04-2023,17.61830,143828
25-04-2023,17.61460,143828
24-04-2023,17.61800,143828
21-04-2023,17.57970,143828
20-04-2023,17.60020,143828
19-04-2023,17.58820,143828
18-04-2023,17.61960,143828
17-04-2023,17.61070,143828
13-04-2023,17.68870,143828
12-04-2023,17.70790,143828
11-04-2023,17.66100,143828
10-04-2023,17.59920,143828
06-04-2023,17.58520,143828
05-04-2023,17.54980,143828
03-04-2023,17.46410,143828
31-03-2023,17.44950,143828
29-03-2023,17.17690,143828
28-03-2023,17.06640,143828
27-03-2023,17.10080,143828
24-03-2023,17.08900,143828
23-03-2023,17.22710,143828
22-03-2023,17.28850,143828
21-03-2023,17.24580,143828
20-03-2023,17.10660,143828
17-03-2023,17.19880,143828
16-03-2023,17.07920,143828
15-03-2023,17.08880,143828
14-03-2023,17.16080,143828
13-03-2023,17.21640,143828
10-03-2023,17.47500,143828
09-03-2023,17.64150,143828
08-03-2023,17.77790,143828
06-03-2023,17.76450,143828
03-03-2023,17.67750,143828
02-03-2023,17.43880,143828
01-03-2023,17.54130,143828
28-02-2023,17.37600,143828
27-02-2023,17.45140,143828
24-02-2023,17.50040,143828
23-02-2023,17.57460,143828
22-02-2023,17.62290,143828
21-02-2023,17.83750,143828
20-02-2023,17.88100,143828
17-02-2023,17.93240,143828
16-02-2023,18.03070,143828
15-02-2023,18.00080,143828
14-02-2023,17.93330,143828
13-02-2023,17.84050,143828
10-02-2023,17.97190,143828
09-02-2023,17.99030,143828
08-02-2023,17.96070,143828
07-02-2023,17.86750,143828
06-02-2023,17.87260,143828
03-02-2023,17.89310,143828
02-02-2023,17.76020,143828
01-02-2023,17.76610,143828
31-01-2023,17.85890,143828
30-01-2023,17.75850,143828
27-01-2023,17.73190,143828
25-01-2023,18.03900,143828
24-01-2023,18.28140,143828
23-01-2023,18.30630,143828
20-01-2023,18.24380,143828
19-01-2023,18.31530,143828
18-01-2023,18.32390,143828
17-01-2023,18.22730,143828
16-01-2023,18.16980,143828
13-01-2023,18.24380,143828
12-01-2023,18.17670,143828
11-01-2023,18.18110,143828
10-01-2023,18.16190,143828
09-01-2023,18.31620,143828
06-01-2023,18.10110,143828
05-01-2023,18.22700,143828
04-01-2023,18.25670,143828
03-01-2023,18.42780,143828
02-01-2023,18.37230,143828
30-12-2022,18.26970,143828
29-12-2022,18.34230,143828
28-12-2022,18.27960,143828
27-12-2022,18.29600,143828
26-12-2022,18.18530,143828
23-12-2022,17.90620,143828
22-12-2022,18.27180,143828
21-12-2022,18.34760,143828
20-12-2022,18.56580,143828
19-12-2022,18.57530,143828
16-12-2022,18.49660,143828
15-12-2022,18.66570,143828
14-12-2022,18.88540,143828
13-12-2022,18.85100,143828
12-12-2022,18.76640,143828
09-12-2022,18.77380,143828
08-12-2022,18.86740,143828
07-12-2022,18.75430,143828
06-12-2022,18.83980,143828
05-12-2022,18.91320,143828
02-12-2022,18.92090,143828
01-12-2022,18.97810,143828
30-11-2022,18.86030,143828
29-11-2022,18.76320,143828
28-11-2022,18.70860,143828
25-11-2022,18.64890,143828
24-11-2022,18.60220,143828
23-11-2022,18.42300,143828
22-11-2022,18.40110,143828
21-11-2022,18.32430,143828
18-11-2022,18.41140,143828
17-11-2022,18.49570,143828
16-11-2022,18.53650,143828
15-11-2022,18.54740,143828
14-11-2022,18.48490,143828
11-11-2022,18.47450,143828
10-11-2022,18.27620,143828
09-11-2022,18.42530,143828
07-11-2022,18.52240,143828
04-11-2022,18.36170,143828
03-11-2022,18.33230,143828
02-11-2022,18.37130,143828
01-11-2022,18.39160,143828
31-10-2022,18.31370,143828
28-10-2022,18.11750,143828
27-10-2022,18.19790,143828
25-10-2022,18.12580,143828
21-10-2022,18.00830,143828
20-10-2022,17.97540,143828
19-10-2022,17.98390,143828
18-10-2022,17.94010,143828
17-10-2022,17.77890,143828
14-10-2022,17.68650,143828
13-10-2022,17.56920,143828
12-10-2022,17.70960,143828
11-10-2022,17.59560,143828
10-10-2022,17.82810,143828
07-10-2022,17.89580,143828
06-10-2022,17.95640,143828
04-10-2022,17.83330,143828
03-10-2022,17.48170,143828
30-09-2022,17.66590,143828
29-09-2022,17.38160,143828
28-09-2022,17.35520,143828
27-09-2022,17.49370,143828
26-09-2022,17.51150,143828
23-09-2022,17.87310,143828
22-09-2022,18.19510,143828
21-09-2022,18.27850,143828
20-09-2022,18.38280,143828
19-09-2022,18.16220,143828
16-09-2022,18.10640,143828
15-09-2022,18.47300,143828
14-09-2022,18.55240,143828
13-09-2022,18.59050,143828
12-09-2022,18.50250,143828
09-09-2022,18.37260,143828
08-09-2022,18.35480,143828
07-09-2022,18.13690,143828
06-09-2022,18.06790,143828
05-09-2022,18.01110,143828
02-09-2022,17.90370,143828
01-09-2022,17.97250,143828
30-08-2022,18.08190,143828
29-08-2022,17.69690,143828
26-08-2022,17.94420,143828
25-08-2022,17.89650,143828
24-08-2022,17.88770,143828
23-08-2022,17.86150,143828
22-08-2022,17.73250,143828
19-08-2022,18.00200,143828
18-08-2022,18.22390,143828
17-08-2022,18.20490,143828
16-08-2022,18.06020,143828
12-08-2022,17.95920,143828
11-08-2022,17.89400,143828
10-08-2022,17.75100,143828
08-08-2022,17.74040,143828
05-08-2022,17.66640,143828
04-08-2022,17.62700,143828
03-08-2022,17.63800,143828
02-08-2022,17.62640,143828
01-08-2022,17.63550,143828
29-07-2022,17.45800,143828
28-07-2022,17.19530,143828
27-07-2022,16.99570,143828
26-07-2022,16.81190,143828
25-07-2022,16.95340,143828
22-07-2022,16.99960,143828
21-07-2022,16.88280,143828
20-07-2022,16.73710,143828
19-07-2022,16.58540,143828
18-07-2022,16.52910,143828
15-07-2022,16.31680,143828
14-07-2022,16.21930,143828
13-07-2022,16.25740,143828
12-07-2022,16.29460,143828
11-07-2022,16.45440,143828
08-07-2022,16.43810,143828
07-07-2022,16.36300,143828
06-07-2022,16.20500,143828
05-07-2022,16.01950,143828
04-07-2022,16.00570,143828
01-07-2022,15.89090,143828
30-06-2022,15.87290,143828
29-06-2022,15.89330,143828
28-06-2022,15.91170,143828
27-06-2022,15.87340,143828
24-06-2022,15.70660,143828
23-06-2022,15.50830,143828
22-06-2022,15.35670,143828
21-06-2022,15.53520,143828
20-06-2022,15.23830,143828
17-06-2022,15.24640,143828
16-06-2022,15.35460,143828
15-06-2022,15.68400,143828
14-06-2022,15.67090,143828
13-06-2022,15.72270,143828
10-06-2022,16.16570,143828
09-06-2022,16.38820,143828
08-06-2022,16.28920,143828
07-06-2022,16.34620,143828
06-06-2022,16.48680,143828
03-06-2022,16.54370,143828
02-06-2022,16.61190,143828
01-06-2022,16.53700,143828
31-05-2022,16.55440,143828
30-05-2022,16.59480,143828
27-05-2022,16.19480,143828
26-05-2022,15.98340,143828
25-05-2022,15.77690,143828
24-05-2022,15.96650,143828
23-05-2022,16.04550,143828
20-05-2022,16.13550,143828
19-05-2022,15.74790,143828
18-05-2022,16.19870,143828
17-05-2022,16.19590,143828
16-05-2022,15.83840,143828
13-05-2022,15.73320,143828
12-05-2022,15.72750,143828
11-05-2022,16.08510,143828
10-05-2022,16.11320,143828
09-05-2022,16.24040,143828
06-05-2022,16.39990,143828
05-05-2022,16.69060,143828
04-05-2022,16.70350,143828
02-05-2022,17.10770,143828
29-04-2022,17.19600,143828
28-04-2022,17.29700,143828
27-04-2022,17.10170,143828
26-04-2022,17.24730,143828
25-04-2022,17.02850,143828
22-04-2022,17.21640,143828
21-04-2022,17.41670,143828
20-04-2022,17.16100,143828
19-04-2022,17.02510,143828
18-04-2022,17.19870,143828
13-04-2022,17.46260,143828
12-04-2022,17.49310,143828
11-04-2022,17.64120,143828
08-04-2022,17.70920,143828
07-04-2022,17.58560,143828
06-04-2022,17.71260,143828
05-04-2022,17.76630,143828
04-04-2022,17.79340,143828
01-04-2022,17.49090,143828
31-03-2022,17.35610,143828
30-03-2022,17.35420,143828
29-03-2022,17.18730,143828
28-03-2022,17.04670,143828
25-03-2022,17.02290,143828
24-03-2022,17.05350,143828
23-03-2022,17.09250,143828
22-03-2022,17.13690,143828
21-03-2022,16.98080,143828
17-03-2022,17.07460,143828
16-03-2022,16.81040,143828
15-03-2022,16.53310,143828
14-03-2022,16.68280,143828
11-03-2022,16.50100,143828
10-03-2022,16.42780,143828
09-03-2022,16.18340,143828
08-03-2022,15.88240,143828
07-03-2022,15.75450,143828
04-03-2022,16.12640,143828
03-03-2022,16.38990,143828
02-03-2022,16.46460,143828
28-02-2022,16.56690,143828
25-02-2022,16.42300,143828
24-02-2022,15.98490,143828
23-02-2022,16.73550,143828
22-02-2022,16.71920,143828
21-02-2022,16.86470,143828
18-02-2022,16.96680,143828
17-02-2022,16.99020,143828
16-02-2022,16.98740,143828
15-02-2022,17.01440,143828
14-02-2022,16.59340,143828
11-02-2022,17.16340,143828
10-02-2022,17.38690,143828
09-02-2022,17.36430,143828
08-02-2022,17.25340,143828
07-02-2022,17.22900,143828
04-02-2022,17.48310,143828
03-02-2022,17.56590,143828
02-02-2022,17.76230,143828
01-02-2022,17.60310,143828
31-01-2022,17.34850,143828
28-01-2022,17.04180,143828
27-01-2022,17.00080,143828
25-01-2022,17.19760,143828
24-01-2022,17.08200,143828
21-01-2022,17.64580,143828
20-01-2022,17.88740,143828
19-01-2022,18.00240,143828
18-01-2022,18.10760,143828
17-01-2022,18.29780,143828
14-01-2022,18.26590,143828
13-01-2022,18.22380,143828
12-01-2022,18.18580,143828
11-01-2022,17.97790,143828
10-01-2022,17.92350,143828
07-01-2022,17.75900,143828
06-01-2022,17.70950,143828
05-01-2022,17.86120,143828
04-01-2022,17.82050,143828
03-01-2022,17.69380,143828
31-12-2021,17.43620,143828
30-12-2021,17.27360,143828
29-12-2021,17.29860,143828
28-12-2021,17.29240,143828
27-12-2021,17.10180,143828
24-12-2021,16.99490,143828
23-12-2021,17.06560,143828
22-12-2021,16.96190,143828
21-12-2021,16.77330,143828
20-12-2021,16.60330,143828
17-12-2021,17.07660,143828
16-12-2021,17.30950,143828
15-12-2021,17.34030,143828
14-12-2021,17.41850,143828
13-12-2021,17.45500,143828
10-12-2021,17.52760,143828
09-12-2021,17.49170,143828
08-12-2021,17.45330,143828
07-12-2021,17.17490,143828
06-12-2021,16.90680,143828
03-12-2021,17.14990,143828
02-12-2021,17.26960,143828
01-12-2021,17.08410,143828
30-11-2021,16.91810,143828
29-11-2021,16.90120,143828
26-11-2021,16.98040,143828
25-11-2021,17.51290,143828
24-11-2021,17.42050,143828
23-11-2021,17.48460,143828
22-11-2021,17.35260,143828
18-11-2021,17.71530,143828
17-11-2021,17.87770,143828
16-11-2021,17.95570,143828
15-11-2021,18.09500,143828
12-11-2021,18.12770,143828
11-11-2021,17.93070,143828
10-11-2021,18.00920,143828
09-11-2021,18.00900,143828
08-11-2021,18.04040,143828
03-11-2021,17.74180,143828
02-11-2021,17.81700,143828
01-11-2021,17.77300,143828
29-10-2021,17.44430,143828
28-10-2021,17.54700,143828
27-10-2021,17.85500,143828
26-10-2021,17.90670,143828
25-10-2021,17.72030,143828
22-10-2021,17.68320,143828
21-10-2021,17.73660,143828
20-10-2021,17.85800,143828
19-10-2021,18.22090,143828
18-10-2021,18.33330,143828
14-10-2021,18.18160,143828
13-10-2021,18.07130,143828
12-10-2021,17.91900,143828
11-10-2021,17.83610,143828
08-10-2021,17.78790,143828
07-10-2021,17.67180,143828
06-10-2021,17.47710,143828
05-10-2021,17.65890,143828
04-10-2021,17.57980,143828
01-10-2021,17.31630,143828
30-09-2021,17.32370,143828
29-09-2021,17.36780,143828
28-09-2021,17.39150,143828
27-09-2021,17.53330,143828
24-09-2021,17.58940,143828
23-09-2021,17.62290,143828
22-09-2021,17.34330,143828
21-09-2021,17.33350,143828
20-09-2021,17.21120,143828
17-09-2021,17.46060,143828
16-09-2021,17.62370,143828
15-09-2021,17.52630,143828
14-09-2021,17.36340,143828
13-09-2021,17.35610,143828
09-09-2021,17.38820,143828
08-09-2021,17.39220,143828
07-09-2021,17.39590,143828
06-09-2021,17.44750,143828
03-09-2021,17.37020,143828
02-09-2021,17.29850,143828
01-09-2021,17.10050,143828
31-08-2021,17.08860,143828
30-08-2021,16.91520,143828
27-08-2021,16.63550,143828
26-08-2021,16.50560,143828
25-08-2021,16.48430,143828
24-08-2021,16.46180,143828
23-08-2021,16.33200,143828
20-08-2021,16.36610,143828
18-08-2021,16.57720,143828
17-08-2021,16.58590,143828
16-08-2021,16.53410,143828
13-08-2021,16.60300,143828
12-08-2021,16.45110,143828
11-08-2021,16.35670,143828
10-08-2021,16.39920,143828
09-08-2021,16.36920,143828
06-08-2021,16.37720,143828
05-08-2021,16.42180,143828
04-08-2021,16.44890,143828
03-08-2021,16.39490,143828
02-08-2021,16.21870,143828
30-07-2021,16.10370,143828
29-07-2021,16.04750,143828
28-07-2021,15.94740,143828
27-07-2021,15.95060,143828
26-07-2021,15.98960,143828
23-07-2021,16.01490,143828
22-07-2021,15.97870,143828
20-07-2021,15.72940,143828
19-07-2021,15.90590,143828
16-07-2021,16.04070,143828
15-07-2021,15.97800,143828
14-07-2021,15.93550,143828
13-07-2021,15.85510,143828
12-07-2021,15.74980,143828
09-07-2021,15.74910,143828
08-07-2021,15.75680,143828
07-07-2021,15.86460,143828
06-07-2021,15.75740,143828
05-07-2021,15.75500,143828
02-07-2021,15.64840,143828
01-07-2021,15.55210,143828
30-06-2021,15.56790,143828
29-06-2021,15.55600,143828
28-06-2021,15.59920,143828
25-06-2021,15.55590,143828
24-06-2021,15.41820,143828
23-06-2021,15.35730,143828
22-06-2021,15.45740,143828
21-06-2021,15.39350,143828
18-06-2021,15.39730,143828
17-06-2021,15.42000,143828
16-06-2021,15.48350,143828
15-06-2021,15.57420,143828
14-06-2021,15.47850,143828
11-06-2021,15.49250,143828
10-06-2021,15.46470,143828
09-06-2021,15.29210,143828
08-06-2021,15.38510,143828
07-06-2021,15.34800,143828
04-06-2021,15.21490,143828
03-06-2021,15.23030,143828
02-06-2021,15.10340,143828
01-06-2021,15.06650,143828
31-05-2021,15.13130,143828
28-05-2021,15.02230,143828
27-05-2021,14.95430,143828
26-05-2021,14.91810,143828
25-05-2021,14.88530,143828
24-05-2021,14.85420,143828
21-05-2021,14.81050,143828
20-05-2021,14.59000,143828
19-05-2021,14.64580,143828
18-05-2021,14.65460,143828
17-05-2021,14.50380,143828
14-05-2021,14.28920,143828
12-05-2021,14.35650,143828
11-05-2021,14.50970,143828
10-05-2021,14.50740,143828
07-05-2021,14.42220,143828
06-05-2021,14.41360,143828
05-05-2021,14.30350,143828
04-05-2021,14.12930,143828
03-05-2021,14.22790,143828
30-04-2021,14.19610,143828
29-04-2021,14.33850,143828
28-04-2021,14.34320,143828
27-04-2021,14.22990,143828
26-04-2021,14.00620,143828
23-04-2021,13.79570,143828
22-04-2021,13.82520,143828
20-04-2021,13.71210,143828
19-04-2021,13.75690,143828
16-04-2021,14.03730,143828
15-04-2021,13.92300,143828
13-04-2021,13.84810,143828
12-04-2021,13.64790,143828
09-04-2021,14.20520,143828
08-04-2021,14.24500,143828
07-04-2021,14.19610,143828
06-04-2021,14.04190,143828
05-04-2021,13.98600,143828
01-04-2021,14.24750,143828
31-03-2021,14.11070,143828
30-03-2021,14.17520,143828
26-03-2021,13.84670,143828
25-03-2021,13.66940,143828
24-03-2021,13.87450,143828
23-03-2021,14.15280,143828
22-03-2021,14.06410,143828
19-03-2021,14.06440,143828
18-03-2021,13.91590,143828
17-03-2021,14.11430,143828
16-03-2021,14.33830,143828
15-03-2021,14.35580,143828
12-03-2021,14.48230,143828
10-03-2021,14.63900,143828
09-03-2021,14.56800,143828
08-03-2021,14.54410,143828
05-03-2021,14.50010,143828
04-03-2021,14.70760,143828
03-03-2021,14.78610,143828
02-03-2021,14.52670,143828
01-03-2021,14.33870,143828
26-02-2021,14.09810,143828
25-02-2021,14.49090,143828
24-02-2021,14.37920,143828
23-02-2021,14.16620,143828
22-02-2021,14.08410,143828
19-02-2021,14.26110,143828
18-02-2021,14.39560,143828
17-02-2021,14.47210,143828
16-02-2021,14.49070,143828
15-02-2021,14.53040,143828
12-02-2021,14.40360,143828
11-02-2021,14.42290,143828
