date,nav,scheme_code
05-02-2026,15.53970,151796
04-02-2026,15.65330,151796
03-02-2026,15.56920,151796
02-02-2026,15.13990,151796
30-01-2026,15.31860,151796
29-01-2026,15.37900,151796
28-01-2026,15.24300,151796
27-01-2026,15.00130,151796
23-01-2026,14.92630,151796
22-01-2026,15.13420,151796
21-01-2026,14.99750,151796
20-01-2026,15.08850,151796
19-01-2026,15.40760,151796
16-01-2026,15.45910,151796
14-01-2026,15.51540,151796
13-01-2026,15.46650,151796
12-01-2026,15.48880,151796
09-01-2026,15.53810,151796
08-01-2026,15.70330,151796
07-01-2026,15.95490,151796
06-01-2026,15.93970,151796
05-01-2026,15.92790,151796
02-01-2026,16.02390,151796
01-01-2026,15.89080,151796
31-12-2025,15.82230,151796
30-12-2025,15.72540,151796
29-12-2025,15.72570,151796
26-12-2025,15.77620,151796
24-12-2025,15.85710,151796
23-12-2025,15.84300,151796
22-12-2025,15.85260,151796
19-12-2025,15.73370,151796
18-12-2025,15.60720,151796
17-12-2025,15.62660,151796
16-12-2025,15.73590,151796
15-12-2025,15.80870,151796
12-12-2025,15.79150,151796
11-12-2025,15.63180,151796
10-12-2025,15.49850,151796
09-12-2025,15.61580,151796
08-12-2025,15.56560,151796
05-12-2025,15.80630,151796
04-12-2025,15.76590,151796
03-12-2025,15.86200,151796
02-12-2025,15.94240,151796
01-12-2025,15.97930,151796
28-11-2025,15.99160,151796
27-11-2025,16.02490,151796
26-11-2025,16.01200,151796
25-11-2025,15.80410,151796
24-11-2025,15.81040,151796
21-11-2025,15.90620,151796
20-11-2025,16.09480,151796
19-11-2025,16.02700,151796
18-11-2025,16.03090,151796
17-11-2025,16.09610,151796
14-11-2025,16.02000,151796
13-11-2025,16.04860,151796
12-11-2025,16.05260,151796
11-11-2025,15.95120,151796
10-11-2025,15.95460,151796
07-11-2025,15.89220,151796
06-11-2025,15.87060,151796
04-11-2025,16.03310,151796
03-11-2025,16.09570,151796
31-10-2025,15.94850,151796
30-10-2025,16.06100,151796
29-10-2025,16.14670,151796
28-10-2025,16.08540,151796
27-10-2025,16.11660,151796
24-10-2025,16.04990,151796
23-10-2025,16.04760,151796
20-10-2025,16.01350,151796
17-10-2025,15.96430,151796
16-10-2025,15.98030,151796
15-10-2025,15.89690,151796
14-10-2025,15.71060,151796
13-10-2025,15.78980,151796
10-10-2025,15.80440,151796
09-10-2025,15.74500,151796
08-10-2025,15.62600,151796
07-10-2025,15.68070,151796
06-10-2025,15.66470,151796
03-10-2025,15.60140,151796
01-10-2025,15.45190,151796
30-09-2025,15.33370,151796
26-09-2025,15.34100,151796
25-09-2025,15.55760,151796
24-09-2025,15.64790,151796
23-09-2025,15.72540,151796
22-09-2025,15.77420,151796
19-09-2025,15.85940,151796
18-09-2025,15.89110,151796
17-09-2025,15.90770,151796
16-09-2025,15.87000,151796
15-09-2025,15.77740,151796
12-09-2025,15.72220,151796
11-09-2025,15.64990,151796
10-09-2025,15.62300,151796
09-09-2025,15.52030,151796
08-09-2025,15.49280,151796
05-09-2025,15.39320,151796
04-09-2025,15.37890,151796
03-09-2025,15.40590,151796
02-09-2025,15.30710,151796
01-09-2025,15.34720,151796
29-08-2025,15.13560,151796
28-08-2025,15.17000,151796
26-08-2025,15.33260,151796
25-08-2025,15.54460,151796
22-08-2025,15.51990,151796
21-08-2025,15.55490,151796
20-08-2025,15.57070,151796
19-08-2025,15.50900,151796
18-08-2025,15.39150,151796
14-08-2025,15.28910,151796
13-08-2025,15.30810,151796
12-08-2025,15.20520,151796
11-08-2025,15.24600,151796
08-08-2025,15.12700,151796
07-08-2025,15.25860,151796
06-08-2025,15.22910,151796
05-08-2025,15.37540,151796
04-08-2025,15.40650,151796
01-08-2025,15.25670,151796
31-07-2025,15.43890,151796
30-07-2025,15.53010,151796
29-07-2025,15.47850,151796
28-07-2025,15.39950,151796
25-07-2025,15.58380,151796
24-07-2025,15.82720,151796
23-07-2025,15.91150,151796
22-07-2025,15.81150,151796
21-07-2025,15.81880,151796
18-07-2025,15.65570,151796
17-07-2025,15.72570,151796
16-07-2025,15.70330,151796
15-07-2025,15.69160,151796
14-07-2025,15.60190,151796
11-07-2025,15.59800,151796
10-07-2025,15.73120,151796
09-07-2025,15.77420,151796
08-07-2025,15.72120,151796
07-07-2025,15.67640,151796
04-07-2025,15.69590,151796
03-07-2025,15.65170,151796
02-07-2025,15.66330,151796
01-07-2025,15.71800,151796
30-06-2025,15.78850,151796
27-06-2025,15.74820,151796
26-06-2025,15.68770,151796
25-06-2025,15.51610,151796
24-06-2025,15.43070,151796
23-06-2025,15.33990,151796
20-06-2025,15.31360,151796
19-06-2025,15.12880,151796
18-06-2025,15.28930,151796
17-06-2025,15.31860,151796
16-06-2025,15.37140,151796
13-06-2025,15.28880,151796
12-06-2025,15.35540,151796
11-06-2025,15.58280,151796
10-06-2025,15.65380,151796
09-06-2025,15.67660,151796
06-06-2025,15.55890,151796
05-06-2025,15.43560,151796
04-06-2025,15.34900,151796
03-06-2025,15.23470,151796
02-06-2025,15.27750,151796
30-05-2025,15.30070,151796
29-05-2025,15.30380,151796
28-05-2025,15.24420,151796
27-05-2025,15.23420,151796
26-05-2025,15.27100,151796
23-05-2025,15.20680,151796
22-05-2025,15.16870,151796
21-05-2025,15.22210,151796
20-05-2025,15.10920,151796
19-05-2025,15.32410,151796
16-05-2025,15.36590,151796
15-05-2025,15.20760,151796
14-05-2025,15.06210,151796
13-05-2025,14.94900,151796
12-05-2025,15.01450,151796
09-05-2025,14.48300,151796
08-05-2025,14.57900,151796
07-05-2025,14.73060,151796
06-05-2025,14.57640,151796
05-05-2025,14.80460,151796
02-05-2025,14.63780,151796
30-04-2025,14.65410,151796
29-04-2025,14.74950,151796
28-04-2025,14.74360,151796
25-04-2025,14.62440,151796
24-04-2025,14.91590,151796
23-04-2025,14.96650,151796
22-04-2025,14.86170,151796
21-04-2025,14.80320,151796
17-04-2025,14.51820,151796
16-04-2025,14.38640,151796
15-04-2025,14.31900,151796
11-04-2025,13.96770,151796
09-04-2025,13.63440,151796
08-04-2025,13.71780,151796
07-04-2025,13.45030,151796
04-04-2025,13.90330,151796
03-04-2025,14.19520,151796
02-04-2025,14.26690,151796
