date,nav,scheme_code
05-02-2026,34.27310,118987
04-02-2026,34.20100,118987
03-02-2026,34.14460,118987
02-02-2026,34.08870,118987
30-01-2026,34.13930,118987
29-01-2026,34.11070,118987
28-01-2026,34.09760,118987
27-01-2026,34.09900,118987
23-01-2026,34.09740,118987
22-01-2026,34.09440,118987
21-01-2026,34.05560,118987
20-01-2026,34.05250,118987
19-01-2026,34.05850,118987
16-01-2026,34.07730,118987
14-01-2026,34.12720,118987
13-01-2026,34.15270,118987
12-01-2026,34.18370,118987
09-01-2026,34.15760,118987
08-01-2026,34.15990,118987
07-01-2026,34.15840,118987
06-01-2026,34.16390,118987
05-01-2026,34.16110,118987
02-01-2026,34.20430,118987
01-01-2026,34.21000,118987
31-12-2025,34.19930,118987
30-12-2025,34.17150,118987
29-12-2025,34.18570,118987
26-12-2025,34.17110,118987
24-12-2025,34.16610,118987
23-12-2025,34.08570,118987
22-12-2025,34.08400,118987
19-12-2025,34.11090,118987
18-12-2025,34.09700,118987
17-12-2025,34.08870,118987
16-12-2025,34.09240,118987
15-12-2025,34.08600,118987
12-12-2025,34.09290,118987
11-12-2025,34.08900,118987
10-12-2025,34.08570,118987
09-12-2025,34.13040,118987
08-12-2025,34.19030,118987
05-12-2025,34.20220,118987
04-12-2025,34.15640,118987
03-12-2025,34.15360,118987
02-12-2025,34.14980,118987
01-12-2025,34.14400,118987
28-11-2025,34.16330,118987
27-11-2025,34.17680,118987
26-11-2025,34.17670,118987
25-11-2025,34.15490,118987
24-11-2025,34.13370,118987
21-11-2025,34.10370,118987
20-11-2025,34.11460,118987
19-11-2025,34.10790,118987
18-11-2025,34.08760,118987
17-11-2025,34.07580,118987
14-11-2025,34.07450,118987
13-11-2025,34.09140,118987
12-11-2025,34.09670,118987
11-11-2025,34.08900,118987
10-11-2025,34.07390,118987
07-11-2025,34.05120,118987
06-11-2025,34.04490,118987
04-11-2025,34.02680,118987
03-11-2025,34.01160,118987
31-10-2025,33.98820,118987
30-10-2025,33.97110,118987
29-10-2025,33.99600,118987
28-10-2025,33.98590,118987
27-10-2025,33.97870,118987
24-10-2025,33.96960,118987
23-10-2025,33.98060,118987
20-10-2025,33.98550,118987
17-10-2025,33.97270,118987
16-10-2025,33.96400,118987
15-10-2025,33.95930,118987
14-10-2025,33.93470,118987
13-10-2025,33.92710,118987
